seqno,organizer,no,address,tax_id_number,twd97x,twd97y,wgs84ax,wgs84ay,date
601,亞多夢股份有限公司,65002431,新北市三重區中正北路508巷77號1樓,53724216,297674.8,2773535.8500000001,121.4725702928,25.0692923363,20230731
602,亞永實業股份有限公司,65002435,新北市新店區寶興路45巷8弄1號4樓,5066108,305551.1,2763095.9100000001,121.5502201472,24.9747721852,20230731
603,金界粿行,T6500374,新北市三重區福田里自由街61號1樓,18271378,298244.54,2773233.8799999999,121.4782069755,25.0665480636,20230731
604,振發食品行,T6500375,新北市三重區頂崁街217巷8號1樓,26753519,298221.76,2773362.6899999999,121.4779857346,25.0677117124,20230731
605,元鯕股份有限公司,65002463,新北市中和區連城路114號1樓,53115419,300082.02,2765832.9300000002,121.4961510843,24.9996725147,20230731
606,舍利蓮有限公司福德廠,65002466,新北市汐止區福德一路310巷7弄1之3號,53190789,313643.8,2772978,121.6308285099,25.0636680186,20230731
607,原企有限公司,65002472,新北市三重區大勇街82巷26弄29號1樓,24489016,298268.33,2773850.4900000002,121.4784644548,25.0721140777,20230731
608,匠菓子食品生技有限公司,65002473,新北市汐止區福德一路405巷2號1樓,54274028,313293.68,2772568.7799999998,121.6273395565,25.0599883837,20230731
609,翔鶴糖廍有限公司,65002496,新北市八里區博物館路203號1樓,54277685,290865.5,2783127.6400000001,121.4053608508,25.1560867252,20230731
610,慶桐食品有限公司,65002541,新北市汐止區福德一路421巷15號1、2樓、17號1、2樓,54273920,313275.78,2772502.3500000001,121.6271590245,25.059389361,20230731
611,御軒食品有限公司土城廠,65002546,新北市土城區日新街37之1號,25021397,294829.83,2764509.3199999998,121.4440771255,24.9878872119,20230731
612,典藏藝術家庭股份有限公司,65002592,新北市土城區中央路3段76巷49弄12號,70555447,293894.98,2762422.7400000002,121.4347506657,24.9690766364,20230731
613,優質澱粉有限公司,65002593,新北市林口區文化二路2段379號(1樓及夾層),28587740,288493.09,2775463.3500000001,121.3816134285,25.0869557913,20230731
614,羿碩興業有限公司,65002596,新北市樹林區柑園街2段122巷5號2樓,54058160,288799.11,2760893.3599999999,121.3842375589,24.9554078128,20230731
615,苦行生化科技有限公司土城廠,65002597,新北市土城區自強街11巷3號4樓,80072151,293389.55,2762557.7599999998,121.429749035,24.9703101196,20230731
616,王師父食品有限公司,65002605,新北市中和區立德街52巷6號2樓,96873381,299318.02,2766729.7599999998,121.4886144828,25.0077941661,20230731
617,台灣通用磨坊股份有限公司,65002607,新北市土城區中山路12號1樓、2樓、3樓、4樓,86384960,292139.29,2761632.29,121.4173380696,24.9619900779,20230731
618,金品源食品工廠,65002617,新北市中和區建八路164巷2號1、2樓,31421408,299470.56,2765680.6600000001,121.4900881952,24.9983178899,20230731
619,六張犂饅頭有限公司,65002663,新北市深坑區北深路3段155巷15、17號(1樓),54369066,310797.23,2766186.27,121.6023155188,25.0024704921,20230731
620,統一聖娜多堡股份有限公司五股廠,65002667,新北市五股區五工二路124號3樓,70790935,295931.96,2773639.02,121.4552984826,25.0702777127,20230731
621,米力股份有限公司,65002669,新北市三重區光復路2段196巷6號2樓,27953944,297410.69,2772789.77,121.469926722,25.0625649922,20230731
622,成勝生物科技有限公司,65002670,新北市板橋區干城路162號1樓,54231838,296500.64,2764961.46,121.4606427825,24.9919188686,20230731
623,禧月有限公司,65002674,新北市中和區中山路二段327巷15號3樓,54049276,299806.59,2765934.27,121.4934261842,25.0005964488,20230731
624,旭輝食品興業有限公司,65002692,新北市樹林區樹中街63號2樓,54283954,292531.51,2764210.1400000001,121.4213016577,24.98525235,20230731
625,大得利家畜肉食品加工廠有限公司,T6500392,新北市新莊區環漢路3段525號,86229519,293925.46,2766143.1600000001,121.4351707732,25.0026641606,20230731
626,派帝食品有限公司,65002739,新北市樹林區光興街63巷12號1、2樓,54297063,291436.41,2766082.54,121.4105104129,25.0021869689,20230731
627,章富昌食品有限公司,T6500394,新北市三峽區嘉添里嘉添109-2號,89808338,289386.26,2755064.6200000001,121.3898865673,24.902769386,20230731
628,葵果股份有限公司,65002753,新北市中和區中山路2段389號9樓,16775063,299137.27,2766388.9700000002,121.4868116811,25.0047233879,20230731
629,冠閎實業有限公司,65002764,新北市新莊區化成路83巷60號1樓及2樓,25037428,296659.32,2771026.1200000001,121.4624197138,25.0466661249,20230731
630,鎧逸企業股份有限公司,T6500395,新北市三峽區中華路74-1號,5182958,287520.53,2758024.3399999999,121.3714979754,24.9295376999,20230731
631,明軒食品有限公司,65002768,新北市鶯歌區中正三路156巷33弄6、7號(1、2樓),54283568,283616.33,2759142.7599999998,121.3328693906,24.9397264449,20230731
632,多米多食品有限公司,65002788,新北市五股區中興路1段46巷4號(1樓),54312867,297240.55,2773941.5499999998,121.4682798475,25.0729685974,20230731
633,台灣和華貿易有限公司,65002791,新北市中和區建八路2號4樓之4,54303332,299076.74,2765680.3900000001,121.4861867937,24.9983282282,20230731
634,豆工房咖啡商行,65002798,新北市汐止區福德一路393巷8號1樓,99984306,313339.12,2772600.6299999999,121.6277913815,25.0602739523,20230731
635,康喜軒食品有限公司,T6500399,新北市三峽區中華路74-5號,16992857,287520.53,2758024.3399999999,121.3714979754,24.9295376999,20230731
636,屹兆莊企業有限公司,65002813,新北市蘆洲區長興路353號1樓,84699395,296477.14,2775943.9700000002,121.4607803319,25.0910701088,20230731
637,福寶貿易有限公司,65002829,新北市中和區建八路162號1樓,29137455,299472.68,2765699.1800000002,121.4901098282,24.9984850284,20230731
638,恆新股份有限公司,65002836,新北市林口區粉寮路二段458之1號(二樓),3319108,290774.91,2776832.3300000001,121.4042751551,25.0992550391,20230731
639,源廣興食品有限公司石碇廠,T6500400,新北市石碇區彭山里崩山3之3號,80319350,318271.9,2763181.75,121.6762144979,24.9750281274,20230731
640,千賓香精原料有限公司,65002921,新北市新店區中正路四維巷8弄7號2樓、9號2樓,3049203,304004.27,2764208.0899999999,121.5349431141,24.9848687401,20230731
641,智捷實業有限公司,65002922,新北市新莊區化成路370、372、374號1樓,89707015,297019.83,2771378.8999999999,121.4660044717,25.0498399081,20230731
642,米塔汐止食品有限公司,65002933,新北市汐止區環河街166號,54302045,313393.49,2772299.29,121.6283163238,25.0575512546,20230731
643,綠指南貿易有限公司,65002934,新北市板橋區信義路163巷5號10樓,89864289,296372.98,2765068.6099999999,121.4593817761,24.9928901896,20230731
644,維喆禮坊股份有限公司,65002976,新北市中和區立業路83巷1號3樓,54696667,299600.59,2766670.7599999998,121.491411872,25.0072522711,20230731
645,稷馨企業有限公司,65002999,新北市汐止區康寧街169巷29號12樓之2,54271465,312815.02,2773555.6299999999,121.6226405544,25.0689173603,20230731
646,良菓生化科技股份有限公司,65003004,新北市新店區寶宏路7號3樓,54692563,305466.17,2763243.4199999999,121.5493848717,24.9761069681,20230731
647,沅哲有限公司,65003031,新北市林口區粉寮路二段24號1、2、3樓,12692534,290644.88,2775394.4399999999,121.4029434772,25.0862772251,20230731
648,德利發食品有限公司,65003061,新北市中和區錦和路134號(2樓),80159797,299391.06,2765648.1099999999,121.4892994604,24.9980266011,20230731
649,香好佳有限公司,65003062,新北市新莊區中正路853之2號4樓,54700965,292399.15,2768946.7000000002,121.4201360648,25.028018356,20230731
650,崴騏手工蛋糕坊有限公司中和廠,65003065,新北市中和區中正路774號3樓,28490957,298984.4,2765873.1400000001,121.4852788748,25.0000713641,20230731
651,翔椿生技有限公司,65003067,新北市三峽區中園街106之5號1、2樓,54311749,287085.7,2757311.1800000002,121.3671736724,24.9231097649,20230731
652,塔皮歐卡食品行,65003073,新北市新莊區民樂街42號1樓,37889197,296216.62,2770426.3799999999,121.4580122749,25.0412652409,20230731
653,珍食堡實業股份有限公司,65003088,新北市三重區興德路90、92號7樓,24466647,297733.59,2771755.7599999998,121.4730913035,25.053219787,20230731
654,尚大立食品實業有限公司,65003128,新北市新莊區新樹路244巷80號1樓,70521777,293506.24,2768102.1299999999,121.4310794275,25.0203620866,20230731
655,原振冷凍食品有限公司,65003148,新北市三重區中正北路193巷35弄90號,16903551,298331.85,2773795.9199999999,121.4790921331,25.071619375,20230731
656,薩摩亞商寶宏國際實業股份有限公司台灣分公司,65003186,新北市瑞芳區明燈路3段209號,27944495,330745,2778281,121.8006330296,25.1107234132,20230731
657,台灣塩野香料股份有限公司二廠,65003211,新北市新莊區頭前路93號,3561504,296936.49,2771654.3399999999,121.4651878723,25.0523291105,20230731
658,彥臣生技藥品股份有限公司,65003218,新北市五股區五權八路45號(4樓),12676817,295315.49,2773570.98,121.4491856489,25.0696820919,20230731
659,坤禾食品有限公司,65003237,新北市樹林區八德街31號1樓,53703681,292243.15,2764056.5600000001,121.4184406237,24.9838739104,20230731
660,雅聖食品行,T6500408,新北市土城區裕生路21巷2弄24、26號1樓,78893499,295230.86,2764343.9500000002,121.4480442313,24.9863823512,20230731
661,洺林食品有限公司,65003262,新北市三峽區中園街108之1號1樓,54707165,287085.17,2757304,121.3671681723,24.9230449486,20230731
662,韋冠實業有限公司,65003270,新北市深坑區北深路三段276號6樓,70447095,310356.24,2766471.8999999999,121.5979593385,25.0050667302,20230731
663,仙華生機農業股份有限公司,65003276,新北市八里區龍米路1段138巷2號,24243750,295706.55,2779774.0800000001,121.4532682357,25.1256717678,20230731
664,金記食品有限公司,65003280,新北市三重區疏洪西路246號3、4樓,16305582,297848.82,2772496.3700000001,121.4742590158,25.05990241,20230731
665,雅旭食品有限公司,65003287,新北市土城區慶祥街79號1樓,54689510,293945.17,2762771.21,121.4352588738,24.9722212032,20230731
666,樂儂食品股份有限公司,65003293,新北市新店區中正路501-17號5樓,54689841,303867.22,2764068.9100000001,121.53358013,24.9836171702,20230731
667,豪紳企業社,65003300,新北市三重區中正北路191巷3弄5號1樓,10086245,298192.66,2773592.79,121.4777053484,25.0697899402,20230731
668,華森健康國際有限公司(俊英廠),65003330,新北市樹林區俊英街81巷61之2號(1樓),16678864,292677.95,2766623.0899999999,121.4228267487,25.0070327149,20230731
669,台灣艾諾特生物科技有限公司,65003349,新北市樹林區佳園路2段15巷6弄9號1~2樓,28193128,289671.01,2761754.6699999999,121.3928967011,24.9631614135,20230731
670,森騰實業有限公司,65003353,新北市新莊區化成路195巷26號2樓,24539873,296779.85,2771474.6800000002,121.4636294215,25.0507120606,20230731
671,味都股份有限公司新莊廠,65003369,新北市新莊區福營路145巷34號,23615839,293717.84,2769246.7799999998,121.4332122457,25.0306900098,20230731
672,祿大食品有限公司,65003387,新北市三重區中興北街特137之2號(1樓),25122640,297353.5,2771537.8300000001,121.4693168093,25.051264266,20230731
673,龍達食品有限公司,65003395,新北市中和區建三路67號(1樓),54053284,299078.71,2766029.1899999999,121.486218778,25.0014771403,20230731
674,發全台企業社,T6500430,新北市五股區民義路1段287巷16號之22樓,49923213,292645.23,2775698.2599999998,121.4227834646,25.088964941,20230731
675,眾味元有限公司,65003417,新北市樹林區忠信街15號6樓,24313262,291160.16,2767528.7200000002,121.4078167322,25.015250834,20230731
676,豐華企業股份有限公司,65003457,新北市三重區三和路4段103-1號8樓,54724903,299140.98,2774353.7599999998,121.4871323902,25.0766294267,20230731
677,大堡口福食品有限公司,65003503,新北市土城區永豐路195巷26號,54723019,297843.02,2763576.02,121.4738922479,24.9793692686,20230731
678,可夫萊食品股份有限公司,65003505,新北市新莊區五工五路1號3樓,53108917,296033.28,2772946.3900000001,121.4562795824,25.0640215568,20230731
679,采威麵包廠,65003534,新北市三重區中正北路428巷7弄11、13號,41071226,297830.59,2773603.48,121.4741168261,25.0698979505,20230731
680,逢興生物科技股份有限公司,65003539,新北市中和區立德街148巷36號5樓及48號5樓、6樓,12954810,299120.9,2766870.52,121.486666649,25.0090713413,20230731
681,翰霖貿易有限公司,T6500443,新北市深坑區北深路2段32號,16326313,312564.18,2766420.4199999999,121.6198304779,25.0045124773,20230731
682,調味大師展業有限公司,65003558,新北市中和區立德街98巷60號1樓,24223092,299270.13,2766827.6600000001,121.488143527,25.0086795307,20230731
683,馥雅有限公司,65003560,新北市汐止區福德一路430巷26號4樓,16404443,313026.26,2772599.1600000001,121.6246905321,25.0602737567,20230731
684,黑傑克食品有限公司,65003567,新北市土城區永平街28號1樓,24692910,293217.74,2761593.2999999998,121.428017323,24.9616076934,20230731
685,晉義參藥有限公司,65003580,新北市新莊區民安西路486號1樓,24381129,293637.93,2766649.8999999999,121.4323383188,25.0072474268,20230731
686,大鼎食品有限公司,65003595,新北市三峽區溪北街103號,24280641,290206.56,2758703.6400000001,121.3981120396,24.93560195,20230731
687,華盛食品有限公司,65003605,新北市新店區寶橋路235巷6弄2號1樓,86323351,305763.33,2763699.7400000002,121.5523464932,24.9802157862,20230731
688,順立食品有限公司,65003649,新北市鶯歌區大湖路185之1號,24705422,284785.84,2762510.6800000002,121.3445343683,24.9701066779,20230731
689,悅子有限公司,65003650,新北市新莊區中正路81巷1號,53917403,296551,2770154.1400000001,121.4613167469,25.0387972076,20230731
690,長谷川食品有限公司,65003651,新北市新莊區五權一路5號8樓之9,12870220,296199.43,2773185.1800000002,121.4579345081,25.066172262,20230731
691,裕品馨食品有限公司,65003656,新北市新莊區中正路721巷3號(1、2樓),24703058,292769.91,2769028.8500000001,121.4238123597,25.0287495617,20230731
692,漢馨科技有限公司,65003659,新北市中和區立德街89號5樓,12871987,299024.33,2766797.4900000002,121.4857072866,25.0084151978,20230731
693,查理布朗有限公司,65003661,新北市三重區中興北街156號1樓,24491483,297312.98,2772151.5699999998,121.4689363283,25.0568063744,20230731
694,青益企業有限公司,65003696,新北市樹林區佳園路2段61之5號1、2樓,34671858,289519.14,2761554.46,121.391386965,24.9613578069,20230731
695,太魯閣國際股份有限公司三重廠,65003697,新北市三重區中正北路193巷41號1樓,28514120,297990.27,2773721.5699999998,121.4757037176,25.0709590553,20230731
696,弘梅有限公司新莊廠,65003728,新北市新莊區五權一路5號4樓之2,16142526,296199.43,2773185.1800000002,121.4579345081,25.066172262,20230731
697,鼎耀國際食品股份有限公司,65003746,新北市新店區寶中路94號及94之1號(1樓),89626702,305424.11,2763664.7000000002,121.5489851531,24.979911873,20230731
698,合廣有限公司汐止廠,65003747,新北市汐止區福德一路351巷9號1樓,28460383,313523.65,2772722.6499999999,121.629625842,25.061367793,20230731
699,科麥股份有限公司(汐止廠),65003773,新北市汐止區康寧街169巷31之1號13樓及13樓之3,86011738,312813.31,2773626.5299999998,121.6226267849,25.0695574716,20230731
700,雪坊志業股份有限公司,65003801,新北市中和區員山路502號7樓之3,24329659,298425.84,2766682.7200000002,121.4797739259,25.0073982207,20230731
701,泳賀食品企業有限公司,65003827,新北市新莊區雙鳳路73巷25號(1樓),24708928,291851.36,2768795.0099999998,121.4147034155,25.0266641378,20230731
702,布列德麵包股份有限公司五股廠,65003844,新北市五股區五工六路53之2號(2樓),54172330,294991.12,2773312.77,121.4459620449,25.0673606141,20230731
703,元素生化科技有限公司,65003848,新北市中和區立德街148巷2、6、8號7樓,13010059,299181.76,2766835.8599999999,121.4872683119,25.0087564516,20230731
704,百莉製冰廠有限公司泰山廠,65003853,新北市泰山區泰林路2段292巷26號(1樓),84527871,293546.87,2772876.48,121.4316327814,25.0634641485,20230731
705,海子企業有限公司,65003854,新北市新莊區五權一路5號2樓(221室),28815792,296199.43,2773185.1800000002,121.4579345081,25.066172262,20230731
706,志遠食品廠,65003856,新北市五股區五權八路39號之1,41093397,295286.65,2773528.7200000002,121.4488983478,25.0693013957,20230731
707,向唐食品有限公司,65003857,新北市中和區建三路75號(1樓),53349417,299085.59,2766005.6400000001,121.4862860909,25.0012643258,20230731
708,儀諭企業社,65003859,新北市三重區中正北路530巷11號1樓,41397096,297606.22,2773729.9500000002,121.4718972361,25.0710468206,20230731
709,愷得食品有限公司,65003861,新北市深坑區北深路三段286巷23號1、2、3樓,24720937,310226.49,2766596.6600000001,121.5966793338,25.0061982802,20230731
710,天納原企業有限公司,65003864,新北市新莊區中正路514巷105弄72號,86489628,293290.94,2769619.4900000002,121.4289937217,25.0340671323,20230731
711,捷安商實業股份有限公司,65003886,新北市三重區光復路1段82之8號(1、2樓),25105092,297615.35,2771446.9700000002,121.4719087282,25.0504358174,20230731
712,富茂香生物科技有限公司,65003887,新北市新店區寶興路45巷8弄4號5樓,27516819,305543.17,2763075.0099999998,121.5501406927,24.9745837716,20230731
713,世紀冷凍食品有限公司,65003903,新北市土城區金城路3段202之1號1樓,28022814,297384.21,2764520.1200000001,121.4693802012,24.9879070428,20230731
714,柏泰食品興業股份有限公司二廠,65003904,新北市新店區寶橋路235巷1弄2、4號5樓,38443032,305648.24,2763712.4399999999,121.5512070196,24.9803346703,20230731
715,霜囍有限公司,65003914,新北市新莊區民安西路480巷7號2樓,24543601,293594.74,2766620.4500000002,121.4319094573,25.0069827965,20230731
716,媽媽家食品企業有限公司,65003923,新北市林口區工九路13之1號1樓,89457728,290440,2774258,121.400878968,25.0760228977,20230731
717,豐稷食品有限公司新店廠,65003925,新北市新店區寶興路45巷1、3號4樓,53719023,305515.65,2762990.6099999999,121.5498647675,24.9738228012,20230731
718,嘉毓企業有限公司,65003930,新北市八里區頂寮一街28巷13號1、2樓,24765498,291406,2783290,121.4107271,25.1575376947,20230731
719,大洪興業有限公司,65003940,新北市樹林區俊興街273號1、2樓,24778424,292231.75,2767837.54,121.4184433111,25.0180093988,20230731
720,台灣善商股份有限公司,65003971,新北市五股區五權八路42號,54181892,295311.45,2773519.98,121.4491439078,25.0692217395,20230731
721,貝諾有限公司,65003998,新北市三重區光復路二段88巷33號,24732429,297455.54,2772224.5099999998,121.4703517502,25.0574604562,20230731
722,榮騰農產股份有限公司,65004006,新北市三重區光復路1段111之1號,53925831,297644.9,2771598.0600000001,121.4722068761,25.0517989371,20230731
723,好滿鎰有限公司,65004007,新北市樹林區民權街5巷2號,24737183,289907.88,2761137.5899999999,121.3952248503,24.9575840788,20230731
724,柴神興業有限公司,65004022,新北市三重區溪尾街108巷46弄23號,70484984,299292.45,2774519.6499999999,121.4886397697,25.0781221069,20230731
725,長珍食品有限公司,65004062,新北市樹林區東順街82-4號2樓,54724312,291351.48,2763240.8799999999,121.4095839697,24.9765343897,20230731
726,路易莎咖啡有限公司,65004077,新北市新莊區建國一路55號1樓,24693586,293802.45,2769273.2599999998,121.434051466,25.0309266013,20230731
727,百合國際企業有限公司,65004081,新北市汐止區康寧街169巷27之1號10樓之2,12975738,312816.04,2773539.8199999998,121.6226498887,25.0687745755,20230731
728,台益食品企業有限公司,65004094,新北市淡水區中正東路1段3巷25號6樓,54731340,295556.19,2784220.6099999999,121.4519249135,25.1658192376,20230731
729,鮮元食品有限公司,65004100,新北市三重區中正北路428巷9號(1樓),89687215,297868.16,2773665.3900000001,121.4744913851,25.070455706,20230731
730,永縉食品包裝有限公司,65004102,新北市鶯歌區中正三路156巷8之10號(2、3樓),24709237,283644.75,2759220.1499999999,121.333152708,24.9404245533,20230731
731,瑞士達實業股份有限公司大同廠,65004132,新北市汐止區大同路2段135號7樓,28222812,315667.42,2773035.9199999999,121.6508881718,25.0641042983,20230731
732,和美早餐店,T6500500,新北市土城區裕民路136巷6弄1號1樓,30171304,295506.91,2764234.5499999998,121.4507750167,24.9853864177,20230731
733,生態綠股份有限公司,65004160,新北市三重區中興北街131之17號1、2樓,28646760,297377.86,2771427.8900000001,121.46955442,25.0502709802,20230731
734,富聖養生實業有限公司,65004170,新北市新店區寶橋路235巷16弄7號7樓,80259753,305731.68,2763811.5299999998,121.552037471,24.9812261489,20230731
735,賞味佳食品工業有限公司,T6500505,新北市三芝區古庄里四棧橋27之1號,23251056,298972,2794730,121.4861862773,25.2605885756,20230731
736,展裕國際有限公司,65004176,新北市中和區中正路766號7樓,53726925,298988.36,2765825.5099999998,121.4853165018,24.9996412746,20230731
737,盛宇行,65004184,新北市樹林區東興街27號(1樓),13447047,291431.06,2763427.2799999998,121.4103777707,24.978215053,20230731
738,立杰國際有限公司,65004185,新北市新莊區民安路437號(1樓),24722344,293822.26,2768353.3599999999,121.4342185153,25.0226211279,20230731
739,諾蔓食品烘焙店,T6500510,新北市淡水區民生路48號4樓,14877868,296562.64,2781121.4500000002,121.4618035657,25.1378095228,20230731
740,薩摩亞商璽睿股份有限公司台灣分公司,65004217,新北市五股區五權二路23號,54390201,296140.1,2773280.6299999999,121.4573495755,25.0670358713,20230731
741,鼎昌實業有限公司,65004221,新北市中和區建八路139巷2號(1樓),24305729,299487.09,2765749.8700000001,121.490254413,24.9989421963,20230731
742,品軒事業有限公司,65004222,新北市新店區寶興路45巷6弄9號3樓,29130734,305601.37,2763037.9700000002,121.5507157191,24.9742472305,20230731
743,活絡生物科技有限公司,65004230,新北市泰山區貴鳳街26之6號(2樓),53725637,292688.03,2769183.4199999999,121.4230058638,25.0301474129,20230731
744,黑堂有限公司新莊廠,65004234,新北市新莊區新樹路302巷7號(1、2樓),28869972,293613.1,2766573.8199999998,121.4320898509,25.006561224,20230731
745,甲寅國際興業有限公司二廠,65004260,新北市新莊區化成路190巷3、5號(1樓),28899912,297030.71,2770985.7599999998,121.466098843,25.0462902483,20230731
746,益同商行,T6500518,新北市板橋區大觀路1段28巷108之1號1樓,41094987,295438.34,2767107.1899999999,121.4501902729,25.0113229231,20230731
747,郁香食品有限公司,65004280,新北市新莊區瓊林南路187巷32號之4,24732477,293909.91,2766847.48,121.4350390972,25.0090233161,20230731
748,福圓號食品有限公司,65004285,新北市新店區寶中路95之2號(1、2、3樓),54355725,305396.56,2763758.1400000001,121.5487160545,24.9807564093,20230731
749,傳恩食品有限公司鶯歌廠,65004286,新北市鶯歌區鶯桃路61之3號(1樓),53728873,284484.14,2760571.54,121.3414979434,24.9526064207,20230731
750,聖力達生物科技有限公司,65004287,新北市三峽區介壽路三段203號1樓,54721119,290618.92,2759653.7599999998,121.4022229124,24.9441688565,20230731
751,尚品烘焙坊,T6500521,新北市蘆洲區民族路422巷82弄16號,9840069,297792.97,2776252.29,121.4738359401,25.0938125737,20230731
752,富侑食品有限公司,65004288,新北市樹林區民權街5巷19弄20號(1、2樓),24713942,289930.46,2761291.1000000001,121.3954528498,24.9589693602,20230731
753,義興湯圓行,T6500523,新北市三重區車路頭街51巷20號,17630657,298956.45,2773906.1899999999,121.4852873086,25.0725947721,20230731
754,旺榮利食品股份有限公司,T6500524,新北市樹林區俊安街43號,27586130,292416.71,2767258.3999999999,121.4202581101,25.0127757215,20230731
755,橘村屋食品有限公司,65004315,新北市五股區五工五路31號,29144110,295650.21,2772961.7599999998,121.4524832121,25.0641719776,20230731
756,睿美食品行,T6500533,新北市板橋區縣民大道3段133巷3號,1912265,298184.99,2768457.1099999999,121.4774497053,25.0234252323,20230731
757,鮮享股份有限公司,65004349,新北市汐止區大同路1段276之1號10樓,54848257,314000.12,2772274.7000000002,121.6343274358,25.0573036823,20230731
758,介宏國際有限公司,65004374,新北市汐止區福德一路392巷23號4樓,53420847,313182.76,2772728.9700000002,121.6262475341,25.0614391411,20230731
759,禾豚有限公司,65004379,新北市樹林區三俊街87號(1樓),28781033,292023.4,2767556.29,121.4163703784,25.0154760604,20230731
760,冠睿有限公司,65004386,新北市土城區慶樂街53號1、2樓,54859492,294132.94,2762937.7599999998,121.4371238759,24.9737193934,20230731
761,東方聚利食品工業有限公司,65004398,新北市汐止區福德一路413號(1樓),12995592,313260.38,2772580.5600000001,121.6270100729,25.0600960447,20230731
762,日新豆腐店,T6500546,新北市深坑區北深路3段43-1號,34760177,311399.22,2766048.6099999999,121.6082729964,25.0012034185,20230731
763,大登食品有限公司,65004434,新北市新店區寶橋路235巷16弄5號1樓,22718772,305711.47,2763796.8500000001,121.5518367546,24.9810943259,20230731
764,鵝之鄉食品行,T6500552,新北市三重區福德南路33-1號,14506389,300725.51,2772799.9500000002,121.5027819996,25.0625492997,20230731
765,旺萊食品有限公司,65004483,新北市中和區立德街72巷12號,53413352,299245.26,2766763.6299999999,121.4878948421,25.0081022818,20230731
766,羿方有限公司,65004496,新北市新莊區化成路892號(1樓),54851169,296884.89,2772674.7000000002,121.464711272,25.0615426079,20230731
767,優而品國際有限公司,65004528,新北市泰山區貴鳳街1號4樓,53315057,292529.07,2769334.3100000001,121.4214353065,25.03151412,20230731
768,正永傳貿易有限公司,65004550,新北市樹林區中山路2段151巷15弄54號,89908060,291228.05,2763251.4700000002,121.4083617639,24.9766332756,20230731
769,群達蛋品有限公司,65004571,新北市土城區永豐路195巷2之4號2樓,54727296,297582.07,2763434.23,121.4713027378,24.9780973351,20230731
770,嘉赫食品有限公司,65004578,"新北市中和區員山路466巷27號1樓,29號1樓",27278443,298577.18,2766590.3799999999,121.4812700389,25.0065597313,20230731
771,麒福食品工業有限公司,65004580,新北市汐止區福德二路234號2樓,4817146,313416.57,2773109.7799999998,121.6285823855,25.0648671823,20230731
772,德默特爾烘焙事業有限公司,65004595,新北市新莊區五權一路11號8樓之1,66845613,296334.9,2773351.0699999998,121.4592828244,25.0676658091,20230731
773,龍美食品廠,65004596,新北市五股區五權二路29號(1樓),1431098,296176.28,2773322.0800000001,121.4577096334,25.0674089229,20230731
774,台味開發有限公司,T6500573,新北市樹林區佳園路3段101巷62弄52-15號,28324493,290098.52,2759770.5299999998,121.397073176,24.9452369158,20230731
775,富貴得實業有限公司新莊二廠,65004640,新北市新莊區五工五路27號7樓,53778009,295732.45,2772900.3500000001,121.4532963015,25.0636150638,20230731
776,仕奇生技股份有限公司,65004642,新北市樹林區大安路528號6樓,13195035,291759.94,2764328.3300000001,121.4136624693,24.9863408404,20230731
777,亞詮餐飲事業股份有限公司,65004698,新北市新店區民權路42巷59弄10號2樓,55670904,304332.08,2764071.21,121.5381847303,24.9836213214,20230731
778,全利洋企業有限公司,65004701,新北市中和區立德街98巷125號(1層、2層),25024839,299355.06,2766726.0600000001,121.4889813267,25.0077595175,20230731
779,泰佶食品行,T6500586,新北市三峽區三樹路350號1樓左段,15764736,288123,2758901,121.377487131,24.93743743,20230731
780,香臨食品股份有限公司,65004731,新北市三重區新北大道2段139巷25號、27號(3樓),54877528,297080.51,2772545.5800000001,121.4666456971,25.0603708269,20230731
781,德盛製麵股份有限公司,65004732,新北市樹林區八德街280巷3號(3樓),54854715,291443.92,2762563.6400000001,121.4104792704,24.9704175832,20230731
782,勝興食品加工廠有限公司(三峽廠),65004746,新北市三峽區添福14之34號(1樓),29181120,287738.44,2755006.6899999999,121.3735734607,24.9022880707,20230731
783,豐品食品有限公司中和一廠,65004757,新北市中和區連城路222巷6弄7號1樓,86981100,299569.67,2765644.9700000002,121.4910687275,24.9979923905,20230731
784,百傑國際食品有限公司新莊廠,65004766,新北市新莊區民安西路482、482之1號1、2樓,80604734,293631.38,2766655.7000000002,121.4322735692,25.007299974,20230731
785,和生御品股份有限公司深坑廠,65004770,新北市深坑區北深路3段270巷5號2樓,54865987,310402.65,2766498.5600000001,121.5984202275,25.0053055879,20230731
786,英雄食品行,65004778,新北市新店區寶興路45巷6弄2號1樓,90908476,305547.93,2763009.1299999999,121.5501852148,24.9739888266,20230731
787,柏鈞食品股份有限公司,65004798,新北市三峽區嘉添里嘉添181之14號,54734917,289386.26,2755064.6200000001,121.3898865673,24.902769386,20230731
788,宇馨生技食品股份有限公司,65004809,新北市樹林區忠信街4號1樓,16642803,291307.19,2767532.6499999999,121.4092736456,25.0152823154,20230731
789,陳明樹油行,T6500593,新北市石門區崁子腳30號之3,20018295,307173.26,2798174.75,121.567748839,25.291395879,20230731
790,月桂香食品行,65004823,新北市新莊區五權一路5號之2(1樓),37886255,296199.43,2773185.1800000002,121.4579345081,25.066172262,20230731
791,富凰企業股份有限公司,65004836,新北市新莊區五權二路20號之1(2樓),12298913,296130.38,2773227.6400000001,121.4572514529,25.0665577488,20230731
792,興德旺食品有限公司,65004846,新北市中和區員山路611巷4弄33之3號1樓,53691600,298088.09,2767097.1000000001,121.4764422145,25.0111500968,20230731
